date,close
13-04-2017,462.05
17-04-2017,458.82
18-04-2017,457.71
19-04-2017,455.99
20-04-2017,460.01
21-04-2017,458.23
24-04-2017,459.64
25-04-2017,461.03
26-04-2017,453.54
27-04-2017,459
28-04-2017,455.87
02-05-2017,457.68
03-05-2017,463.49
04-05-2017,465.15
05-05-2017,462.1
08-05-2017,469.04
09-05-2017,469.61
10-05-2017,468.12
11-05-2017,468.35
12-05-2017,478.34
15-05-2017,472.04
16-05-2017,473.75
17-05-2017,472.66
18-05-2017,477.1
19-05-2017,475.22
22-05-2017,476.95
23-05-2017,474.9
24-05-2017,473.66
25-05-2017,487.79
26-05-2017,493.94
29-05-2017,488.71
30-05-2017,494.19
31-05-2017,484.69
01-06-2017,481.89
02-06-2017,480.92
05-06-2017,475.61
06-06-2017,485.83
07-06-2017,476.88
08-06-2017,474.47
09-06-2017,470.58
12-06-2017,478.14
13-06-2017,475.14
14-06-2017,475.54
15-06-2017,472.32
16-06-2017,466.44
19-06-2017,461.28
20-06-2017,468.07
21-06-2017,467.98
22-06-2017,466.39
23-06-2017,467.93
27-06-2017,459.89
28-06-2017,458.72
29-06-2017,461.45
30-06-2017,464.11
03-07-2017,472.22
04-07-2017,477.3
05-07-2017,471.72
06-07-2017,469.79
07-07-2017,464.03
10-07-2017,474.77
11-07-2017,483.85
12-07-2017,482.36
13-07-2017,484.69
14-07-2017,482.21
17-07-2017,488.17
18-07-2017,488.93
19-07-2017,486.08
20-07-2017,480.92
21-07-2017,486.21
24-07-2017,491.39
25-07-2017,493.03
26-07-2017,493.13
27-07-2017,481.72
28-07-2017,494.76
31-07-2017,501.63
01-08-2017,498.83
02-08-2017,492.78
03-08-2017,488.14
04-08-2017,488.02
07-08-2017,480.33
08-08-2017,478.14
09-08-2017,480.87
10-08-2017,486.78
11-08-2017,489.98
14-08-2017,486.88
16-08-2017,483.78
17-08-2017,506.42
18-08-2017,458
21-08-2017,433.27
22-08-2017,434.27
23-08-2017,442.9
24-08-2017,452.5
28-08-2017,466.81
29-08-2017,460.09
30-08-2017,459.69
31-08-2017,453.89
01-09-2017,456.37
04-09-2017,446.57
05-09-2017,447.41
06-09-2017,444.29
07-09-2017,444.36
08-09-2017,438.68
11-09-2017,435.9
12-09-2017,438.56
13-09-2017,438.41
14-09-2017,442.7
15-09-2017,450.56
18-09-2017,450.98
19-09-2017,452.55
20-09-2017,452.77
21-09-2017,451.21
22-09-2017,445.63
25-09-2017,444.16
26-09-2017,449.4
27-09-2017,446.37
28-09-2017,444.49
29-09-2017,446.42
03-10-2017,448.23
04-10-2017,446.27
05-10-2017,447.98
06-10-2017,456.47
09-10-2017,458.33
10-10-2017,464.06
11-10-2017,461.7
12-10-2017,460.01
13-10-2017,461.4
16-10-2017,465.82
17-10-2017,461.6
18-10-2017,458.55
19-10-2017,459.84
23-10-2017,466.07
24-10-2017,459.62
25-10-2017,463.98
26-10-2017,469.96
27-10-2017,469.46
30-10-2017,468.35
31-10-2017,457.31
01-11-2017,459.89
02-11-2017,457.83
03-11-2017,459.69
06-11-2017,460.71
07-11-2017,474
08-11-2017,472.42
09-11-2017,473.51
10-11-2017,477.25
13-11-2017,472.24
14-11-2017,470.83
15-11-2017,472.17
16-11-2017,490.32
17-11-2017,481.67
20-11-2017,476.51
21-11-2017,479.34
22-11-2017,479.36
23-11-2017,491.74
24-11-2017,500.82
27-11-2017,495.46
28-11-2017,488.49
29-11-2017,487.5
30-11-2017,484.22
01-12-2017,475.64
04-12-2017,488.81
05-12-2017,488.31
06-12-2017,491.27
07-12-2017,495.98
08-12-2017,497
11-12-2017,498.71
12-12-2017,501.29
13-12-2017,497.94
14-12-2017,502.58
15-12-2017,507.44
18-12-2017,504.31
19-12-2017,498.04
20-12-2017,503.94
21-12-2017,507.02
22-12-2017,515.6
26-12-2017,513.74
27-12-2017,513.07
28-12-2017,512.57
29-12-2017,516.94
01-01-2018,512.72
02-01-2018,510.81
03-01-2018,506.64
04-01-2018,503.72
05-01-2018,502.03
08-01-2018,513.96
09-01-2018,516.59
10-01-2018,522
11-01-2018,533.68
12-01-2018,535
15-01-2018,536.33
16-01-2018,557.02
17-01-2018,571.53
18-01-2018,571.83
19-01-2018,567.24
22-01-2018,570.49
23-01-2018,583.93
24-01-2018,588.25
25-01-2018,583.09
29-01-2018,586.81
30-01-2018,580.73
31-01-2018,570.61
01-02-2018,567.81
02-02-2018,567.14
05-02-2018,564.64
06-02-2018,549.53
07-02-2018,550.18
08-02-2018,562.68
09-02-2018,550.22
12-02-2018,547.07
14-02-2018,544.57
15-02-2018,552.85
16-02-2018,559.6
19-02-2018,561.44
20-02-2018,564.02
21-02-2018,569.2
22-02-2018,575.82
23-02-2018,573.29
26-02-2018,564.83
27-02-2018,570.59
28-02-2018,581.7
01-03-2018,575.82
05-03-2018,573.42
06-03-2018,571.16
07-03-2018,567.56
08-03-2018,573.79
09-03-2018,577.14
12-03-2018,588.22
13-03-2018,587.26
14-03-2018,585.77
15-03-2018,586.61
16-03-2018,581.35
19-03-2018,568.88
20-03-2018,577.71
21-03-2018,579.17
22-03-2018,576.1
23-03-2018,579.22
26-03-2018,573.09
27-03-2018,572.47
28-03-2018,561.46
02-04-2018,564.12
03-04-2018,565.75
04-04-2018,557.69
05-04-2018,569.27
06-04-2018,559.08
09-04-2018,551.27
10-04-2018,552.33
11-04-2018,557.72
12-04-2018,576.74
13-04-2018,581.13
16-04-2018,562.16
17-04-2018,558.19
18-04-2018,558.56
19-04-2018,561.98
20-04-2018,584.6
23-04-2018,589.19
24-04-2018,572.72
25-04-2018,575.62
26-04-2018,583.61
27-04-2018,587.95
30-04-2018,595.05
02-05-2018,593.83
03-05-2018,586.64
04-05-2018,581.95
07-05-2018,586.86
08-05-2018,578.2
09-05-2018,580.76
10-05-2018,579.42
11-05-2018,585.74
14-05-2018,589.99
15-05-2018,592.59
16-05-2018,590.31
17-05-2018,586.81
18-05-2018,586.96
21-05-2018,585.12
22-05-2018,592.24
23-05-2018,587.8
24-05-2018,605.71
25-05-2018,609.33
28-05-2018,602.44
29-05-2018,603.58
30-05-2018,601.1
31-05-2018,611.07
01-06-2018,605.61
04-06-2018,614.84
05-06-2018,605.64
06-06-2018,613.87
07-06-2018,621.31
08-06-2018,625.08
11-06-2018,626.25
12-06-2018,624.31
13-06-2018,632.4
14-06-2018,619.85
15-06-2018,640.62
18-06-2018,633.7
19-06-2018,620.8
20-06-2018,621.58
21-06-2018,623.27
22-06-2018,623.92
25-06-2018,636.23
26-06-2018,638.92
27-06-2018,635
28-06-2018,644.8
29-06-2018,653.6
02-07-2018,667.35
03-07-2018,676.88
04-07-2018,672.6
05-07-2018,642
06-07-2018,642.12
09-07-2018,649.42
10-07-2018,650.7
11-07-2018,660.23
12-07-2018,647.17
13-07-2018,658.7
16-07-2018,666.42
17-07-2018,663.95
18-07-2018,661.27
19-07-2018,658.35
20-07-2018,674.05
23-07-2018,677.98
24-07-2018,688.58
25-07-2018,691.88
26-07-2018,686.62
27-07-2018,686.73
30-07-2018,675.5
31-07-2018,682.55
01-08-2018,677.02
02-08-2018,676.83
03-08-2018,682.05
06-08-2018,680.33
07-08-2018,683.98
08-08-2018,681.38
09-08-2018,689.98
10-08-2018,692.73
13-08-2018,704.38
14-08-2018,704.15
16-08-2018,714.77
17-08-2018,715.17
20-08-2018,692.12
21-08-2018,691.98
23-08-2018,698.7
24-08-2018,689.15
27-08-2018,707.7
28-08-2018,712.35
29-08-2018,705.05
30-08-2018,708.1
31-08-2018,720.55
03-09-2018,717.12
04-09-2018,737.15
05-09-2018,729.9
06-09-2018,727.15
07-09-2018,732.8
10-09-2018,730.85
11-09-2018,734.3
12-09-2018,742.9
14-09-2018,733.7
17-09-2018,725.95
18-09-2018,719.1
19-09-2018,719.75
21-09-2018,705.3
24-09-2018,718.25
25-09-2018,726.2
26-09-2018,717.85
27-09-2018,724.8
28-09-2018,730.05
01-10-2018,746.65
03-10-2018,728.5
04-10-2018,707.2
05-10-2018,724.6
08-10-2018,714.45
09-10-2018,717.75
10-10-2018,700.45
11-10-2018,673.35
12-10-2018,678.8
15-10-2018,698.8
16-10-2018,695.25
17-10-2018,705.35
19-10-2018,683.55
22-10-2018,679.95
23-10-2018,657.6
24-10-2018,649.8
25-10-2018,648.75
26-10-2018,633.6
29-10-2018,644.75
30-10-2018,659.6
31-10-2018,686.4
01-11-2018,666.7
02-11-2018,662.25
05-11-2018,666
06-11-2018,666.45
07-11-2018,675.5
09-11-2018,659.5
12-11-2018,664.2
13-11-2018,665.7
14-11-2018,653.2
15-11-2018,656.4
16-11-2018,650.85
19-11-2018,651.7
20-11-2018,641.4
21-11-2018,619.1
22-11-2018,620.75
26-11-2018,621.45
27-11-2018,638.9
28-11-2018,666.4
29-11-2018,661.05
30-11-2018,667.45
03-12-2018,670.35
04-12-2018,685.25
05-12-2018,681.4
06-12-2018,668.5
07-12-2018,682.8
10-12-2018,669.2
11-12-2018,674.5
12-12-2018,678.5
13-12-2018,697.75
14-12-2018,706.05
17-12-2018,694.4
18-12-2018,676.6
19-12-2018,664.85
20-12-2018,667.05
21-12-2018,646.2
24-12-2018,649
26-12-2018,644.05
27-12-2018,656.8
28-12-2018,656.95
31-12-2018,658.95
01-01-2019,665.05
02-01-2019,669.05
03-01-2019,669.15
04-01-2019,661.05
07-01-2019,671.7
08-01-2019,670.05
09-01-2019,676.1
10-01-2019,679.7
11-01-2019,683.5
14-01-2019,698.06
15-01-2019,722.63
16-01-2019,732.77
17-01-2019,729.34
18-01-2019,726.95
21-01-2019,740.93
22-01-2019,741.28
23-01-2019,727.65
24-01-2019,732
25-01-2019,730.35
28-01-2019,727.95
29-01-2019,727.9
30-01-2019,725.9
31-01-2019,749.55
01-02-2019,757.05
04-02-2019,755.9
05-02-2019,754.85
06-02-2019,763.3
07-02-2019,764
08-02-2019,760.9
11-02-2019,762.8
12-02-2019,750.45
13-02-2019,754.9
14-02-2019,740.05
15-02-2019,741.95
18-02-2019,741.05
19-02-2019,724.3
20-02-2019,740.7
21-02-2019,733.45
22-02-2019,734.95
25-02-2019,754.9
26-02-2019,742.5
27-02-2019,735.25
28-02-2019,734.3
01-03-2019,741.9
05-03-2019,732.5
06-03-2019,732.5
07-03-2019,722.95
08-03-2019,712.35
11-03-2019,711.25
12-03-2019,706.95
13-03-2019,708.45
14-03-2019,708.35
15-03-2019,718.55
18-03-2019,710.2
19-03-2019,722.25
20-03-2019,738.95
22-03-2019,743.1
25-03-2019,735.25
26-03-2019,727.75
27-03-2019,729.7
28-03-2019,737.8
29-03-2019,743.85
01-04-2019,755.1
02-04-2019,759.4
03-04-2019,753.3
04-04-2019,747.9
05-04-2019,759.3
08-04-2019,767.25
09-04-2019,760.6
10-04-2019,752.7
11-04-2019,742.7
12-04-2019,747.75
15-04-2019,727.5
16-04-2019,724.1
18-04-2019,717.05
22-04-2019,721.05
23-04-2019,728.2
24-04-2019,736.45
25-04-2019,728.55
26-04-2019,738
30-04-2019,751.35
02-05-2019,730.8
03-05-2019,723.6
06-05-2019,718.4
07-05-2019,724.55
08-05-2019,719.35
09-05-2019,721.05
10-05-2019,716.85
13-05-2019,719.7
14-05-2019,713.85
15-05-2019,716.1
16-05-2019,733.1
17-05-2019,723.9
20-05-2019,722.4
21-05-2019,709.3
22-05-2019,709.75
23-05-2019,701.05
24-05-2019,709.2
27-05-2019,708.1
28-05-2019,728.1
29-05-2019,727.8
30-05-2019,733.55
31-05-2019,737.75
03-06-2019,744.65
04-06-2019,735.3
06-06-2019,735.6
07-06-2019,739.1
10-06-2019,753.5
11-06-2019,754.9
12-06-2019,753.8
13-06-2019,742.65
14-06-2019,740.45
17-06-2019,740.55
18-06-2019,750.15
19-06-2019,751.9
20-06-2019,754.9
21-06-2019,750.2
24-06-2019,745.5
25-06-2019,748.1
26-06-2019,739.2
27-06-2019,730.55
28-06-2019,732
01-07-2019,731.3
02-07-2019,740
03-07-2019,731.3
04-07-2019,733.8
05-07-2019,718
08-07-2019,717.6
09-07-2019,715.5
10-07-2019,717.25
11-07-2019,721.5
12-07-2019,726.75
15-07-2019,779.35
16-07-2019,784.85
17-07-2019,794.15
18-07-2019,792.7
19-07-2019,785.4
22-07-2019,784.4
23-07-2019,790.05
24-07-2019,786.3
25-07-2019,794.5
26-07-2019,787
29-07-2019,791.45
30-07-2019,792.7
31-07-2019,793.65
01-08-2019,768.85
02-08-2019,775.6
05-08-2019,776.7
06-08-2019,774.45
07-08-2019,776.1
08-08-2019,788.75
09-08-2019,789.85
13-08-2019,764.75
14-08-2019,774.8
16-08-2019,774.55
19-08-2019,777.65
20-08-2019,792.75
21-08-2019,799.45
22-08-2019,795.7
23-08-2019,802.2
26-08-2019,802.55
27-08-2019,784.65
28-08-2019,802.5
29-08-2019,806.95
30-08-2019,814.9
03-09-2019,814.25
04-09-2019,821.3
05-09-2019,834.05
06-09-2019,840.15
09-09-2019,829.1
11-09-2019,820.1
12-09-2019,816.4
13-09-2019,829.3
16-09-2019,827.7
17-09-2019,831.25
18-09-2019,829.85
19-09-2019,820.7
20-09-2019,805
23-09-2019,764.35
24-09-2019,794.05
25-09-2019,792.65
26-09-2019,782.55
27-09-2019,782.2
30-09-2019,805.65
01-10-2019,793.55
03-10-2019,785.6
04-10-2019,793.45
07-10-2019,789.55
09-10-2019,783.65
10-10-2019,783.05
11-10-2019,814.8
14-10-2019,786.1
15-10-2019,768.3
16-10-2019,771.45
17-10-2019,769.5
18-10-2019,767.85
22-10-2019,643.55
23-10-2019,650.6
24-10-2019,635.35
25-10-2019,637.45
27-10-2019,648.85
29-10-2019,650.65
30-10-2019,660.6
31-10-2019,685.6
01-11-2019,687.9
04-11-2019,709
05-11-2019,696.1
06-11-2019,712.3
07-11-2019,720.1
08-11-2019,708.15
11-11-2019,704.4
13-11-2019,691.35
14-11-2019,705.3
15-11-2019,703.9
18-11-2019,705.2
19-11-2019,712.85
20-11-2019,713
21-11-2019,713.25
22-11-2019,693.2
25-11-2019,698.1
26-11-2019,690.6
27-11-2019,695.75
28-11-2019,701.85
29-11-2019,696.35
02-12-2019,692.7
03-12-2019,698.35
04-12-2019,708.85
05-12-2019,714.85
06-12-2019,715.1
09-12-2019,717.25
10-12-2019,714.55
11-12-2019,721.05
12-12-2019,702.1
13-12-2019,711.3
16-12-2019,714
17-12-2019,729.7
18-12-2019,732.45
19-12-2019,730.85
20-12-2019,731.55
23-12-2019,736
24-12-2019,733.4
26-12-2019,728.95
27-12-2019,736.95
30-12-2019,732.9
31-12-2019,731.15
01-01-2020,736.85
02-01-2020,734.7
03-01-2020,746
06-01-2020,738.85
07-01-2020,727.9
08-01-2020,718.2
09-01-2020,727.55
10-01-2020,738.15
13-01-2020,773.55
14-01-2020,775.65
15-01-2020,767.55
16-01-2020,767
17-01-2020,767.85
20-01-2020,768.45
21-01-2020,762.5
22-01-2020,770.2
23-01-2020,784.35
24-01-2020,782.75
27-01-2020,778.1
28-01-2020,778
29-01-2020,789.7
30-01-2020,780.7
31-01-2020,775.95
01-02-2020,779.5
03-02-2020,767.4
04-02-2020,787.85
05-02-2020,784.55
06-02-2020,771.35
07-02-2020,777.3
10-02-2020,773.2
11-02-2020,773.55
12-02-2020,781.05
13-02-2020,792.25
14-02-2020,786.45
17-02-2020,789.45
18-02-2020,797.65
19-02-2020,800.45
20-02-2020,797
24-02-2020,795.85
25-02-2020,798.4
26-02-2020,782.75
27-02-2020,777.85
28-02-2020,731.7
